"","Index","Age","Gender","Word","If_word","Decision","Answer","RT","Word_length"
"1222",4,20,"female","хальдан","no",NA,"right",NA,7
"1223",4,20,"female","паук","yes","space","right",0.470565100200474,4
"1224",4,20,"female","юктус","no",NA,"right",NA,5
"1225",4,20,"female","войстов","no",NA,"right",NA,7
"1226",4,20,"female","трава","yes","space","right",0.428168300073594,5
"1227",4,20,"female","черан","no",NA,"right",NA,5
"1228",4,20,"female","вечер","yes","space","right",0.407237900421023,5
"1229",4,20,"female","щётка","yes","space","right",0.45026190020144,5
"1230",4,20,"female","такслир","no",NA,"right",NA,7
"1231",4,20,"female","бекня","no",NA,"right",NA,5
"1232",4,20,"female","ускут","no",NA,"right",NA,5
"1233",4,20,"female","номер","yes","space","right",0.403202000074089,5
"1234",4,20,"female","зебра","yes","space","right",0.661882700398564,5
"1235",4,20,"female","котчох","no",NA,"right",NA,6
"1236",4,20,"female","полёт","yes","space","right",0.453632899560034,5
"1237",4,20,"female","дочка","yes","space","right",0.492570200003684,5
"1238",4,20,"female","пазошь","no",NA,"right",NA,6
"1239",4,20,"female","хруты","no",NA,"right",NA,5
"1240",4,20,"female","лошадь","yes","space","right",0.448183200322092,6
"1241",4,20,"female","сьюва","no",NA,"right",NA,5
"1242",4,20,"female","весна","yes","space","right",0.382362600415945,5
"1243",4,20,"female","часы","yes","space","right",0.496364700142294,4
"1244",4,20,"female","волос","yes","space","right",0.353830799926072,5
"1245",4,20,"female","тунка","no",NA,"right",NA,5
"1246",4,20,"female","живот","yes","space","right",0.431636000052095,5
"1247",4,20,"female","ведро","yes","space","right",0.451677800156176,5
"1248",4,20,"female","леньез","no",NA,"right",NA,6
"1249",4,20,"female","кулун","no",NA,"right",NA,5
"1250",4,20,"female","сосед","yes","space","right",0.459087900351733,5
"1251",4,20,"female","кеха","no",NA,"right",NA,4
"1252",4,20,"female","смилок","no",NA,"right",NA,6
"1253",4,20,"female","пунцичь","no",NA,"right",NA,7
"1254",4,20,"female","доктор","yes","space","right",0.467185900080949,6
"1255",4,20,"female","шехня","no",NA,"right",NA,5
"1256",4,20,"female","палец","yes","space","right",0.45480960002169,5
"1257",4,20,"female","палка","yes","space","right",0.485781699884683,5
"1258",4,20,"female","лето","yes","space","right",0.441722000017762,4
"1259",4,20,"female","тифон","no",NA,"right",NA,5
"1260",4,20,"female","акань","no",NA,"right",NA,5
"1261",4,20,"female","вогой","no",NA,"right",NA,5
"1262",4,20,"female","апаж","no",NA,"right",NA,4
"1263",4,20,"female","ноготь","yes","space","right",0.560724399983883,6
"1264",4,20,"female","меклим","no",NA,"right",NA,6
"1265",4,20,"female","рука","yes","space","right",0.394154199864715,4
"1266",4,20,"female","интец","no",NA,"right",NA,5
"1267",4,20,"female","банка","yes","space","right",0.415604199748486,5
"1268",4,20,"female","желсок","no",NA,"right",NA,6
"1269",4,20,"female","выгло","no",NA,"right",NA,5
"1270",4,20,"female","кефир","yes","space","right",0.46917669987306,5
"1271",4,20,"female","тричок","no","space","wrong",0.579025499988347,6
"1272",4,20,"female","цветок","yes","space","right",0.446474799886346,6
"1273",4,20,"female","глаза","yes","space","right",0.428893600124866,5
"1274",4,20,"female","зутан","no",NA,"right",NA,5
"1275",4,20,"female","гора","yes","space","right",0.469680800102651,4
"1276",4,20,"female","доска","yes","space","right",0.413099899888039,5
"1277",4,20,"female","губа","yes","space","right",0.525593700353056,4
"1278",4,20,"female","язык","yes","space","right",0.461792699992657,4
"1279",4,20,"female","отец","yes","space","right",0.412927300203592,4
"1280",4,20,"female","ержин","no",NA,"right",NA,5
"1281",5,21,"female","черан","no",NA,"right",NA,5
"1282",5,21,"female","глисо","no",NA,"right",NA,5
"1283",5,21,"female","пчела","yes","space","right",0.564799900000025,5
"1284",5,21,"female","гласпы","no",NA,"right",NA,6
"1285",5,21,"female","выгло","no",NA,"right",NA,5
"1286",5,21,"female","танец","yes","space","right",0.508815099999993,5
"1287",5,21,"female","лермей","no",NA,"right",NA,6
"1288",5,21,"female","кусок","yes","space","right",0.512583699999823,5
"1289",5,21,"female","яшель","no",NA,"right",NA,5
"1290",5,21,"female","пелань","no",NA,"right",NA,6
"1291",5,21,"female","сцурка","no",NA,"right",NA,6
"1292",5,21,"female","месяц","yes","space","right",0.740735000000086,5
"1293",5,21,"female","дира","no",NA,"right",NA,4
"1294",5,21,"female","песня","yes","space","right",0.549503799999911,5
"1295",5,21,"female","голос","yes","space","right",0.765424999999823,5
"1296",5,21,"female","утро","yes","space","right",0.44120289999978,4
"1297",5,21,"female","ускут","no",NA,"right",NA,5
"1298",5,21,"female","мистна","no",NA,"right",NA,6
"1299",5,21,"female","труба","yes","space","right",0.585429900000008,5
"1300",5,21,"female","чинтирь","no",NA,"right",NA,7
"1301",5,21,"female","щека","yes","space","right",0.601890500000081,4
"1302",5,21,"female","свеча","yes","space","right",0.834900700000162,5
"1303",5,21,"female","треза","no",NA,"right",NA,5
"1304",5,21,"female","желсок","no",NA,"right",NA,6
"1305",5,21,"female","жеглин","no",NA,"right",NA,6
"1306",5,21,"female","дочка","yes","space","right",0.591094899999916,5
"1307",5,21,"female","гжольты","no",NA,"right",NA,7
"1308",5,21,"female","ветер","yes","space","right",0.741955299999972,5
"1309",5,21,"female","книга","yes","space","right",0.825371599999926,5
"1310",5,21,"female","тивло","no",NA,"right",NA,5
"1311",5,21,"female","кулак","yes","space","right",0.673719699999992,5
"1312",5,21,"female","глаза","yes","space","right",0.584559200000058,5
"1313",5,21,"female","чигност","no",NA,"right",NA,7
"1314",5,21,"female","ноготь","yes","space","right",0.765170699999999,6
"1315",5,21,"female","краска","yes","space","right",0.611742800000002,6
"1316",5,21,"female","гаслень","no",NA,"right",NA,7
"1317",5,21,"female","плинка","no",NA,"right",NA,6
"1318",5,21,"female","леньез","no",NA,"right",NA,6
"1319",5,21,"female","обед","yes","space","right",0.566046099999994,4
"1320",5,21,"female","сларты","no",NA,"right",NA,6
"1321",5,21,"female","шелир","no",NA,"right",NA,5
"1322",5,21,"female","бикень","no",NA,"right",NA,6
"1323",5,21,"female","адрес","yes","space","right",0.599769400000014,5
"1324",5,21,"female","щулька","no",NA,"right",NA,6
"1325",5,21,"female","рукав","yes","space","right",0.736641999999847,5
"1326",5,21,"female","такслир","no",NA,"right",NA,7
"1327",5,21,"female","мыло","yes","space","right",0.636326400000144,4
"1328",5,21,"female","перо","yes","space","right",0.703232800000023,4
"1329",5,21,"female","витлюн","no",NA,"right",NA,6
"1330",5,21,"female","опрыдь","no",NA,"right",NA,6
"1331",5,21,"female","полер","no",NA,"right",NA,5
"1332",5,21,"female","фопьяк","no",NA,"right",NA,6
"1333",5,21,"female","дипа","no",NA,"right",NA,4
"1334",5,21,"female","жикно","no",NA,"right",NA,5
"1335",5,21,"female","гнездо","yes","space","right",0.68338319999998,6
"1336",5,21,"female","растол","no",NA,"right",NA,6
"1337",5,21,"female","гритня","no",NA,"right",NA,6
"1338",5,21,"female","дрыпля","no",NA,"right",NA,6
"1339",5,21,"female","лапа","yes","space","right",0.984951300000148,4
"1340",5,21,"female","тифон","no",NA,"right",NA,5
"1341",5,21,"female","палец","yes","space","right",0.638668099999904,5
"1342",5,21,"female","губа","yes","space","right",0.646718999999848,4
"1343",5,21,"female","агва","no",NA,"right",NA,4
"1344",5,21,"female","утюг","yes","space","right",0.605652200000122,4
"1345",5,21,"female","новзик","no",NA,"right",NA,6
"1346",5,21,"female","сдажка","no",NA,"right",NA,6
"1347",5,21,"female","хика","no",NA,"right",NA,4
"1348",5,21,"female","макичь","no",NA,"right",NA,6
"1349",5,21,"female","свеммо","no",NA,"right",NA,6
"1350",5,21,"female","дача","yes","space","right",0.638113499999918,4
"1351",5,21,"female","ящик","yes","space","right",0.608421899999939,4
"1352",5,21,"female","крыло","yes","space","right",0.584929400000192,5
"1353",5,21,"female","долькшнет","no",NA,"right",NA,9
"1354",5,21,"female","плиттер","no",NA,"right",NA,7
"1355",5,21,"female","пагочь","no",NA,"right",NA,6
"1356",5,21,"female","кулун","no",NA,"right",NA,5
"1357",5,21,"female","лонрог","no",NA,"right",NA,6
"1358",5,21,"female","фонарь","yes","space","right",0.675277300000062,6
"1359",5,21,"female","лошадь","yes","space","right",0.519990600000028,6
"1360",5,21,"female","белка","yes","space","right",0.520197400000143,5
"1361",5,21,"female","волна","yes","space","right",0.459742000000006,5
"1362",5,21,"female","бодор","no",NA,"right",NA,5
"1363",5,21,"female","эпрад","no",NA,"right",NA,5
"1364",5,21,"female","южжичь","no",NA,"right",NA,6
"1365",5,21,"female","рука","yes","space","right",0.608574399999952,4
"1366",5,21,"female","слово","yes","space","right",0.520295700000133,5
"1367",5,21,"female","шапань","no",NA,"right",NA,6
"1368",5,21,"female","окно","yes","space","right",0.539934700000003,4
"1369",5,21,"female","десья","no",NA,"right",NA,5
"1370",5,21,"female","мулдув","no",NA,"right",NA,6
"1371",5,21,"female","кольцо","yes","space","right",0.557139900000038,6
"1372",5,21,"female","осчинь","no",NA,"right",NA,6
"1373",5,21,"female","осень","yes","space","right",0.531879900000149,5
"1374",5,21,"female","хруты","no",NA,"right",NA,5
"1375",5,21,"female","дярка","no",NA,"right",NA,5
"1376",5,21,"female","лоур","no",NA,"right",NA,4
"1377",5,21,"female","шада","no",NA,"right",NA,4
"1378",5,21,"female","пестце","no",NA,"right",NA,6
"1379",5,21,"female","щекниль","no",NA,"right",NA,7
"1380",5,21,"female","ключи","yes","space","right",0.47850440000002,5
"1381",5,21,"female","луна","yes","space","right",0.443193300000075,4
"1382",5,21,"female","стободь","no",NA,"right",NA,7
"1383",5,21,"female","ведро","yes","space","right",0.655929400000105,5
"1384",5,21,"female","вилка","yes","space","right",0.679620299999897,5
"1385",5,21,"female","барнак","no","space","wrong",0.933173599999918,6
"1386",5,21,"female","живот","yes","space","right",0.97747789999994,5
"1387",5,21,"female","глека","no",NA,"right",NA,5
"1388",5,21,"female","йогурт","yes","space","right",0.774362500000052,6
"1389",5,21,"female","ложка","yes","space","right",0.632159199999933,5
"1390",5,21,"female","шнеток","no",NA,"right",NA,6
"1391",5,21,"female","зебра","yes","space","right",1.09725980000007,5
"1392",5,21,"female","толье","no",NA,"right",NA,5
"1393",5,21,"female","бутфиль","no",NA,"right",NA,7
"1394",5,21,"female","лето","yes","space","right",0.560231799999883,4
"1395",5,21,"female","шорты","yes","space","right",0.661076599999888,5
"1396",5,21,"female","конец","yes","space","right",0.700230899999951,5
"1397",5,21,"female","игра","yes","space","right",0.654943000000003,4
"1398",5,21,"female","кожа","yes","space","right",0.620105599999988,4
"1399",5,21,"female","санки","yes","space","right",0.589089100000137,5
"1400",5,21,"female","кресло","yes","space","right",0.490025100000139,6
"1401",5,21,"female","чехвинь","no",NA,"right",NA,7
"1402",5,21,"female","завод","yes","space","right",0.49886349999997,5
"1403",5,21,"female","мясо","yes","space","right",0.551687099999981,4
"1404",5,21,"female","поле","yes","space","right",0.574652499999956,4
"1405",5,21,"female","цупка","no",NA,"right",NA,5
"1406",5,21,"female","лодка","yes","space","right",0.632883799999945,5
"1407",5,21,"female","икруп","no",NA,"right",NA,5
"1408",5,21,"female","цвутня","no",NA,"right",NA,6
"1409",5,21,"female","билет","yes","space","right",0.606445599999915,5
"1410",5,21,"female","вата","yes","space","right",0.611563300000171,4
"1411",5,21,"female","зейпан","no",NA,"right",NA,6
"1412",5,21,"female","палка","yes","space","right",0.558986400000094,5
"1413",5,21,"female","хальдан","no",NA,"right",NA,7
"1414",5,21,"female","банан","yes","space","right",0.528532499999983,5
"1415",5,21,"female","угол","yes","space","right",0.69751610000003,4
"1416",5,21,"female","вечер","yes","space","right",0.574579400000175,5
"1417",5,21,"female","горох","yes","space","right",0.475090800000089,5
"1418",5,21,"female","найта","no",NA,"right",NA,5
"1419",5,21,"female","город","yes","space","right",0.59713069999998,5
"1420",5,21,"female","ручка","yes","space","right",0.519894900000054,5
"1421",5,21,"female","цатка","no",NA,"right",NA,5
"1422",5,21,"female","лиса","yes","space","right",0.583549500000117,4
"1423",5,21,"female","ухо","yes","space","right",0.535433099999864,3
"1424",5,21,"female","шулкан","no",NA,"right",NA,6
"1425",5,21,"female","вагон","yes","space","right",0.47083049999992,5
"1426",5,21,"female","меклим","no",NA,"right",NA,6
"1427",5,21,"female","васка","no",NA,"right",NA,5
"1428",5,21,"female","отец","yes","space","right",0.580184700000018,4
"1429",5,21,"female","нарняк","no",NA,"right",NA,6
"1430",5,21,"female","урул","no",NA,"right",NA,4
"1431",5,21,"female","доска","yes","space","right",0.660409099999924,5
"1432",5,21,"female","грунир","no",NA,"right",NA,6
"1433",5,21,"female","доктор","yes","space","right",0.579975099999956,6
"1434",5,21,"female","веньмо","no",NA,"right",NA,6
"1435",5,21,"female","лицо","yes","space","right",0.606841999999915,4
"1436",5,21,"female","локоть","yes","space","right",1.20173499999987,6
"1437",5,21,"female","звонок","yes","space","right",0.490954999999985,6
"1438",5,21,"female","кукла","yes","space","right",0.567072399999915,5
"1439",5,21,"female","кролик","yes","space","right",0.438184399999955,6
"1440",5,21,"female","ответ","yes","space","right",0.45825079999986,5
"1441",5,21,"female","изюм","yes","space","right",0.789044400000193,4
"1442",5,21,"female","гора","yes","space","right",0.511520899999823,4
"1443",5,21,"female","выньце","no",NA,"right",NA,6
"1444",5,21,"female","ходо","no",NA,"right",NA,4
"1445",5,21,"female","прена","no",NA,"right",NA,5
"1446",5,21,"female","вуган","no",NA,"right",NA,5
"1447",5,21,"female","хопье","no",NA,"right",NA,5
"1448",5,21,"female","ортонь","no",NA,"right",NA,6
"1449",5,21,"female","пицца","yes","space","right",1.31405380000001,5
"1450",5,21,"female","нупог","no",NA,"right",NA,5
"1451",5,21,"female","штокса","no",NA,"right",NA,6
"1452",5,21,"female","весна","yes","space","right",0.651897199999894,5
"1453",5,21,"female","кеха","no",NA,"right",NA,4
"1454",5,21,"female","яйцо","yes","space","right",0.542332499999929,4
"1455",5,21,"female","реплен","no",NA,"right",NA,6
"1456",5,21,"female","овца","yes","space","right",0.566884599999867,4
"1457",5,21,"female","бекня","no",NA,"right",NA,5
"1458",5,21,"female","вепемь","no",NA,"right",NA,6
"1459",5,21,"female","тётя","yes","space","right",0.810481099999834,4
"1460",5,21,"female","мильца","no","space","wrong",0.88638160000005,6
"1461",5,21,"female","котчох","no",NA,"right",NA,6
"1462",5,21,"female","запах","yes","space","right",0.516207200000053,5
"1463",5,21,"female","деньги","yes","space","right",0.522784199999933,6
"1464",5,21,"female","кнопка","yes","space","right",0.517509899999823,6
"1465",5,21,"female","поезд","yes","space","right",0.813233800000035,5
"1466",5,21,"female","носок","yes","space","right",0.456002299999909,5
"1467",5,21,"female","кугур","no",NA,"right",NA,5
"1468",5,21,"female","пунцичь","no",NA,"right",NA,7
"1469",5,21,"female","удар","yes","space","right",0.547079099999792,4
"1470",5,21,"female","зима","yes","space","right",0.548046799999838,4
"1471",5,21,"female","туан","no",NA,"right",NA,4
"1472",5,21,"female","солнце","yes","space","right",0.629091199999948,6
"1473",5,21,"female","кадинь","no",NA,"right",NA,6
"1474",5,21,"female","сердце","yes","space","right",0.57338639999989,6
"1475",5,21,"female","сосед","yes","space","right",0.57527610000011,5
"1476",5,21,"female","тричок","no",NA,"right",NA,6
"1477",5,21,"female","целдер","no",NA,"right",NA,6
"1478",5,21,"female","теньтефь","no",NA,"right",NA,8
"1479",5,21,"female","пират","yes","space","right",0.672662100000025,5
"1480",5,21,"female","беда","yes","space","right",0.534248199999865,4
"1481",5,21,"female","вода","yes","space","right",0.550776000000042,4
"1482",5,21,"female","дактон","no",NA,"right",NA,6
"1483",5,21,"female","забор","yes","space","right",0.507394100000056,5
"1484",5,21,"female","тоюнт","no",NA,"right",NA,5
"1485",5,21,"female","карман","yes","space","right",0.584502799999882,6
"1486",5,21,"female","сьюва","no",NA,"right",NA,5
"1487",5,21,"female","мероть","no",NA,"right",NA,6
"1488",5,21,"female","вишня","yes","space","right",0.678342499999872,5
"1489",5,21,"female","неворт","no",NA,"right",NA,6
"1490",5,21,"female","камень","yes","space","right",0.570806600000196,6
"1491",5,21,"female","стена","yes","space","right",0.554125200000044,5
"1492",5,21,"female","чудо","yes","space","right",0.476999700000079,4
"1493",5,21,"female","интец","no","space","wrong",0.606101600000102,5
"1494",5,21,"female","ержин","no",NA,"right",NA,5
"1495",5,21,"female","часы","yes","space","right",0.439611799999966,4
"1496",5,21,"female","сжичка","no",NA,"right",NA,6
"1497",5,21,"female","люрык","no",NA,"right",NA,5
"1498",5,21,"female","кеппет","no",NA,"right",NA,6
"1499",5,21,"female","пазошь","no",NA,"right",NA,6
"1500",5,21,"female","куше","no","space","wrong",0.0845630999999685,4
"1501",5,21,"female","выремь","no",NA,"right",NA,6
"1502",5,21,"female","велла","no",NA,"right",NA,5
"1503",5,21,"female","зубы","yes","space","right",0.602810200000022,4
"1504",5,21,"female","дети","yes","space","right",0.540513800000099,4
"1505",5,21,"female","галесь","no",NA,"right",NA,6
"1506",5,21,"female","рыба","yes","space","right",0.810218000000077,4
"1507",5,21,"female","волос","yes","space","right",0.610665899999958,5
"1508",5,21,"female","сова","yes","space","right",0.540957800000115,4
"1509",5,21,"female","баран","yes","space","right",0.489244899999903,5
"1510",5,21,"female","лоча","no",NA,"right",NA,4
"1511",5,21,"female","масло","yes","space","right",0.889907699999867,5
"1512",5,21,"female","ванна","yes","space","right",0.485059000000092,5
"1513",5,21,"female","цветок","yes","space","right",0.440357499999891,6
"1514",5,21,"female","свинья","yes","space","right",0.457502799999929,6
"1515",5,21,"female","жена","yes","space","right",0.488206999999875,4
"1516",5,21,"female","тунка","no",NA,"right",NA,5
"1517",5,21,"female","циньво","no",NA,"right",NA,6
"1518",5,21,"female","малянц","no",NA,"right",NA,6
"1519",5,21,"female","рукса","no",NA,"right",NA,5
"1520",5,21,"female","юктус","no",NA,"right",NA,5
"1521",5,21,"female","мешок","yes","space","right",0.628738699999985,5
"1522",5,21,"female","тряпка","yes","space","right",0.641459599999962,6
"1523",5,21,"female","трава","yes","space","right",0.582645400000047,5
"1524",5,21,"female","щётка","yes","space","right",0.532766600000059,5
"1525",5,21,"female","каврам","no",NA,"right",NA,6
"1526",5,21,"female","земля","yes","space","right",0.506749599999921,5
"1527",5,21,"female","полёт","yes","space","right",0.700664700000061,5
"1528",5,21,"female","этаж","yes","space","right",0.527203999999983,4
"1529",5,21,"female","берег","yes","space","right",0.44837490000009,5
"1530",5,21,"female","груша","yes","space","right",0.464241099999981,5
"1531",5,21,"female","зелер","no",NA,"right",NA,5
"1532",5,21,"female","транка","no",NA,"right",NA,6
"1533",5,21,"female","номер","yes","space","right",0.553966400000036,5
"1534",5,21,"female","битля","no",NA,"right",NA,5
"1535",5,21,"female","музей","yes","space","right",0.62451689999989,5
"1536",5,21,"female","кошка","yes","space","right",0.531811600000083,5
"1537",5,21,"female","журтынь","no",NA,"right",NA,7
"1538",5,21,"female","кухня","yes","space","right",0.475194599999895,5
"1539",5,21,"female","ваза","yes","space","right",0.607267200000024,4
"1540",5,21,"female","река","yes","space","right",0.574984500000028,4
"1541",5,21,"female","лазоть","no",NA,"right",NA,6
"1542",5,21,"female","урок","yes","space","right",0.669479200000069,4
"1543",5,21,"female","щука","yes","space","right",0.632282199999963,4
"1544",5,21,"female","смилок","no",NA,"right",NA,6
"1545",5,21,"female","лампа","yes","space","right",0.701967599999989,5
"1546",5,21,"female","пленто","no",NA,"right",NA,6
"1547",5,21,"female","песок","yes","space","right",0.556733600000143,5
"1548",5,21,"female","апаж","no",NA,"right",NA,4
"1549",5,21,"female","ниппа","no",NA,"right",NA,5
"1550",5,21,"female","слеза","yes","space","right",0.737834599999815,5
"1551",5,21,"female","тойза","no",NA,"right",NA,5
"1552",5,21,"female","тиня","no",NA,"right",NA,4
"1553",5,21,"female","овог","no",NA,"right",NA,4
"1554",5,21,"female","вогой","no",NA,"right",NA,5
"1555",5,21,"female","школа","yes","space","right",0.542836200000011,5
"1556",5,21,"female","огонь","yes","space","right",0.60571670000013,5
"1557",5,21,"female","ювак","no",NA,"right",NA,4
"1558",5,21,"female","зула","no",NA,"right",NA,4
"1559",5,21,"female","рацма","no",NA,"right",NA,5
"1560",5,21,"female","пакет","yes","space","right",0.519610999999941,5
"1561",5,21,"female","кальпон","no",NA,"right",NA,7
"1562",5,21,"female","пальто","yes","space","right",0.679782599999953,6
"1563",5,21,"female","прекифь","no",NA,"right",NA,7
"1564",5,21,"female","банка","yes","space","right",0.598036399999955,5
"1565",5,21,"female","утка","yes","space","right",0.781962999999905,4
"1566",5,21,"female","лужа","yes","space","right",0.597363399999949,4
"1567",5,21,"female","снылька","no",NA,"right",NA,7
"1568",5,21,"female","бочка","yes","space","right",0.586238399999957,5
"1569",5,21,"female","фектет","no",NA,"right",NA,6
"1570",5,21,"female","буква","yes","space","right",0.569016000000147,5
"1571",5,21,"female","сапог","yes","space","right",0.659944199999927,5
"1572",5,21,"female","апонь","no",NA,"right",NA,5
"1573",5,21,"female","язык","yes","space","right",0.552055999999993,4
"1574",5,21,"female","черсы","no",NA,"right",NA,5
"1575",5,21,"female","точка","yes","space","right",0.649934799999983,5
"1576",5,21,"female","фазлек","no",NA,"right",NA,6
"1577",5,21,"female","посмак","no",NA,"right",NA,6
"1578",5,21,"female","раква","no",NA,"right",NA,5
"1579",5,21,"female","пюре","yes","space","right",0.693511599999965,4
"1580",5,21,"female","письмо","yes","space","right",0.541577299999972,6
"1581",5,21,"female","изжань","no",NA,"right",NA,6
"1582",5,21,"female","баларь","no",NA,"right",NA,6
"1583",5,21,"female","море","yes","space","right",0.65769320000004,4
"1584",5,21,"female","трефин","no",NA,"right",NA,6
"1585",5,21,"female","еверть","no",NA,"right",NA,6
"1586",5,21,"female","корень","yes","space","right",0.63268579999999,6
"1587",5,21,"female","фойза","no",NA,"right",NA,5
"1588",5,21,"female","шехня","no",NA,"right",NA,5
"1589",5,21,"female","нраты","no",NA,"right",NA,5
"1590",5,21,"female","диван","yes","space","right",0.807265500000085,5
"1591",5,21,"female","число","yes","space","right",0.860855900000161,5
"1592",5,21,"female","акань","no",NA,"right",NA,5
"1593",5,21,"female","зутан","no",NA,"right",NA,5
"1594",5,21,"female","войстов","no",NA,"right",NA,7
"1595",5,21,"female","небо","yes","space","right",0.691431700000066,4
"1596",5,21,"female","паук","yes","space","right",0.800829799999974,4
"1597",5,21,"female","плечо","yes","space","right",0.733723499999996,5
"1598",5,21,"female","кефир","yes","space","right",0.567389000000048,5
"1599",5,21,"female","депьял","no",NA,"right",NA,6
"1600",5,21,"female","муха","yes","space","right",0.618311400000039,4
"1601",6,23,"female","щекниль","no",NA,"right",NA,7
"1602",6,23,"female","плинка","no",NA,"right",NA,6
"1603",6,23,"female","ортонь","no",NA,"right",NA,6
"1604",6,23,"female","трава","yes","space","right",0.522846900013974,5
"1605",6,23,"female","река","yes","space","right",0.464874700002838,4
"1606",6,23,"female","ноготь","yes","space","right",0.604446000012103,6
"1607",6,23,"female","леньез","no",NA,"right",NA,6
"1608",6,23,"female","зебра","yes","space","right",0.568180300004315,5
"1609",6,23,"female","бекня","no",NA,"right",NA,5
"1610",6,23,"female","урок","yes","space","right",0.54418060000171,4
"1611",6,23,"female","тунка","no",NA,"right",NA,5
"1612",6,23,"female","перо","yes","space","right",0.585806799994316,4
"1613",6,23,"female","муха","yes","space","right",0.507671100000152,4
"1614",6,23,"female","зубы","yes","space","right",0.420851500006393,4
"1615",6,23,"female","войстов","no",NA,"right",NA,7
"1616",6,23,"female","сларты","no",NA,"right",NA,6
"1617",6,23,"female","теньтефь","no",NA,"right",NA,8
"1618",6,23,"female","тойза","no",NA,"right",NA,5
"1619",6,23,"female","диван","yes","space","right",0.555161099997349,5
"1620",6,23,"female","макичь","no",NA,"right",NA,6
"1621",6,23,"female","весна","yes","space","right",0.505529399990337,5
"1622",6,23,"female","свеча","yes","space","right",0.524296799994772,5
"1623",6,23,"female","мильца","no",NA,"right",NA,6
"1624",6,23,"female","толье","no",NA,"right",NA,5
"1625",6,23,"female","танец","yes","space","right",0.557338599988725,5
"1626",6,23,"female","ящик","yes","space","right",0.70346520000021,4
"1627",6,23,"female","полёт","yes","space","right",0.494043000013335,5
"1628",6,23,"female","лазоть","no",NA,"right",NA,6
"1629",6,23,"female","штокса","no",NA,"right",NA,6
"1630",6,23,"female","бочка","yes","space","right",0.512238199997228,5
"1631",6,23,"female","луна","yes","space","right",0.539279899996473,4
"1632",6,23,"female","море","yes","space","right",0.494078199990326,4
"1633",6,23,"female","запах","yes","space","right",0.462872500007507,5
"1634",6,23,"female","циньво","no",NA,"right",NA,6
"1635",6,23,"female","дира","no",NA,"right",NA,4
"1636",6,23,"female","кеппет","no",NA,"right",NA,6
"1637",6,23,"female","фопьяк","no",NA,"right",NA,6
"1638",6,23,"female","рацма","no",NA,"right",NA,5
"1639",6,23,"female","васка","no",NA,"right",NA,5
"1640",6,23,"female","нраты","no",NA,"right",NA,5
"1641",6,23,"female","точка","yes","space","right",0.54426809999859,5
"1642",6,23,"female","снылька","no",NA,"right",NA,7
"1643",6,23,"female","звонок","yes","space","right",0.463144500012277,6
"1644",6,23,"female","волос","yes","space","right",0.460492399986833,5
"1645",6,23,"female","урул","no",NA,"right",NA,4
"1646",6,23,"female","лоча","no",NA,"right",NA,4
"1647",6,23,"female","выньце","no",NA,"right",NA,6
"1648",6,23,"female","ходо","no",NA,"right",NA,4
"1649",6,23,"female","банка","yes","space","right",0.56373860000167,5
"1650",6,23,"female","цвутня","no",NA,"right",NA,6
"1651",6,23,"female","ниппа","no",NA,"right",NA,5
"1652",6,23,"female","фазлек","no",NA,"right",NA,6
"1653",6,23,"female","пазошь","no",NA,"right",NA,6
"1654",6,23,"female","акань","no",NA,"right",NA,5
"1655",6,23,"female","ухо","yes","space","right",0.56076180000673,3
"1656",6,23,"female","интец","no",NA,"right",NA,5
"1657",6,23,"female","щука","yes","space","right",0.537877499999013,4
"1658",6,23,"female","изюм","yes","space","right",0.553563299996313,4
"1659",6,23,"female","шапань","no",NA,"right",NA,6
"1660",6,23,"female","рукса","no",NA,"right",NA,5
"1661",6,23,"female","вата","yes","space","right",0.506400100013707,4
"1662",6,23,"female","мыло","yes","space","right",0.418009999993956,4
"1663",6,23,"female","адрес","yes","space","right",0.453355300007388,5
"1664",6,23,"female","дрыпля","no",NA,"right",NA,6
"1665",6,23,"female","масло","yes","space","right",0.455629700009013,5
"1666",6,23,"female","лето","yes","space","right",0.424456699984148,4
"1667",6,23,"female","смилок","no",NA,"right",NA,6
"1668",6,23,"female","ветер","yes","space","right",0.539772100019036,5
"1669",6,23,"female","вогой","no",NA,"right",NA,5
"1670",6,23,"female","гнездо","yes","space","right",0.399580500001321,6
"1671",6,23,"female","зима","yes","space","right",0.408535599999595,4
"1672",6,23,"female","нупог","no","space","wrong",0.369076699978905,5
"1673",6,23,"female","битля","no",NA,"right",NA,5
"1674",6,23,"female","шада","no",NA,"right",NA,4
"1675",6,23,"female","пестце","no",NA,"right",NA,6
"1676",6,23,"female","южжичь","no",NA,"right",NA,6
"1677",6,23,"female","жикно","no",NA,"right",NA,5
"1678",6,23,"female","осчинь","no",NA,"right",NA,6
"1679",6,23,"female","билет","yes","space","right",0.576984200015431,5
"1680",6,23,"female","выремь","no",NA,"right",NA,6
"1681",6,23,"female","песня","yes","space","right",0.492391400010092,5
"1682",6,23,"female","волна","yes","space","right",0.581030300003476,5
"1683",6,23,"female","щулька","no",NA,"right",NA,6
"1684",6,23,"female","тряпка","yes","space","right",0.613259200006723,6
"1685",6,23,"female","паук","yes","space","right",0.502816499996698,4
"1686",6,23,"female","меклим","no",NA,"right",NA,6
"1687",6,23,"female","завод","yes","space","right",0.499963200010825,5
"1688",6,23,"female","свинья","yes","space","right",0.536126899998635,6
